key,bugnr,fields.created,
TIMOB-19811,1,2015-10-28T00:19:16.000+0000,
TIMOB-19809,1,2015-10-27T23:41:00.000+0000,
TIMOB-19808,1,2015-10-27T22:20:12.000+0000,
TIMOB-19807,1,2015-10-27T21:46:11.000+0000,
TIMOB-19801,1,2015-10-27T11:54:43.000+0000,
TIMOB-19799,1,2015-10-26T19:16:19.000+0000,
TIMOB-19798,1,2015-10-26T16:01:16.000+0000,
TIMOB-19796,1,2015-10-26T15:04:02.000+0000,
TIMOB-19788,1,2015-10-26T08:59:26.000+0000,
TIMOB-19787,1,2015-10-26T08:57:29.000+0000,
TIMOB-19784,1,2015-10-26T03:52:11.000+0000,
TIMOB-19777,1,2015-10-23T17:12:05.000+0000,
TIMOB-19774,1,2015-09-02T16:12:01.000+0000,
TIMOB-19767,1,2015-10-22T18:10:55.000+0000,
TIMOB-19766,1,2015-10-22T17:50:39.000+0000,
TIMOB-19762,1,2015-10-22T09:59:22.000+0000,
TIMOB-19760,1,2015-10-22T03:13:50.000+0000,
TIMOB-19757,1,2015-10-21T06:57:52.000+0000,
TIMOB-19755,1,2015-10-19T18:37:38.000+0000,
TIMOB-19753,1,2015-10-20T19:06:53.000+0000,
TIMOB-19745,1,2015-10-19T23:59:00.000+0000,
TIMOB-19741,1,2015-10-09T16:42:53.000+0000,
TIMOB-19739,1,2015-10-16T06:51:02.000+0000,
TIMOB-19737,1,2015-10-18T13:33:23.000+0000,
TIMOB-19725,1,2015-10-14T17:40:49.000+0000,
TIMOB-19722,1,2015-10-14T03:28:38.000+0000,
TIMOB-19707,1,2015-10-09T23:35:05.000+0000,
TIMOB-19698,1,2015-10-09T11:48:31.000+0000,
TIMOB-19697,1,2015-10-09T11:41:52.000+0000,
TIMOB-19693,1,2015-10-09T06:55:54.000+0000,
TIMOB-19692,1,2015-10-09T05:49:36.000+0000,
TIMOB-19689,1,2015-10-08T11:36:32.000+0000,
TIMOB-19685,1,2015-10-07T18:16:22.000+0000,
TIMOB-19683,1,2015-10-07T09:09:31.000+0000,
TIMOB-19681,1,2015-10-06T23:49:57.000+0000,
TIMOB-19678,1,2015-10-06T12:15:59.000+0000,
TIMOB-19673,1,2015-10-06T05:26:37.000+0000,
TIMOB-19672,1,2015-09-25T17:56:39.000+0000,
TIMOB-19664,1,2015-10-02T14:05:49.000+0000,
TIMOB-19663,1,2015-10-02T13:36:14.000+0000,
TIMOB-19661,1,2015-10-02T02:08:58.000+0000,
TIMOB-19660,1,2015-10-02T03:46:26.000+0000,
TIMOB-19659,1,2015-10-01T23:44:37.000+0000,
TIMOB-19656,1,2015-10-01T16:32:49.000+0000,
TIMOB-19655,1,2015-10-01T12:10:47.000+0000,
TIMOB-19654,1,2015-10-01T05:12:28.000+0000,
TIMOB-19650,1,2015-09-30T21:03:09.000+0000,
TIMOB-19647,1,2015-07-09T02:31:31.000+0000,
TIMOB-19646,1,2015-09-30T13:31:16.000+0000,
TIMOB-19644,1,2015-09-30T09:36:14.000+0000,
TIMOB-19640,1,2015-09-22T22:06:24.000+0000,
TIMOB-19633,1,2015-08-06T10:40:39.000+0000,
TIMOB-19628,1,2015-09-30T04:05:00.000+0000,
TIMOB-19621,1,2015-04-19T18:34:06.000+0000,
TIMOB-19617,1,2015-09-30T00:11:51.000+0000,
TIMOB-19615,1,2015-09-29T15:10:21.000+0000,
TIMOB-19612,1,2015-09-23T22:42:17.000+0000,
TIMOB-19609,1,2015-09-29T04:49:07.000+0000,
TIMOB-19597,1,2015-09-17T16:32:42.000+0000,
TIMOB-19572,1,2015-09-23T23:27:55.000+0000,
TIMOB-19568,1,2015-09-22T16:41:23.000+0000,
TIMOB-19567,1,2015-09-22T14:22:37.000+0000,
TIMOB-19566,1,2015-09-22T13:31:10.000+0000,
TIMOB-19565,1,2015-09-22T04:15:40.000+0000,
TIMOB-19564,1,2015-09-18T14:58:09.000+0000,
TIMOB-19562,1,2015-09-21T23:20:45.000+0000,
TIMOB-19555,1,2015-09-19T18:25:49.000+0000,
TIMOB-19554,1,2015-09-21T04:59:40.000+0000,
TIMOB-19550,1,2015-09-18T21:19:47.000+0000,
TIMOB-19549,1,2015-09-18T20:39:08.000+0000,
TIMOB-19545,1,2015-09-18T02:49:06.000+0000,
TIMOB-19544,1,2015-09-17T21:56:37.000+0000,
TIMOB-19533,1,2015-09-16T20:50:34.000+0000,
TIMOB-19529,1,2015-09-16T06:49:32.000+0000,
TIMOB-19528,1,2015-09-16T01:12:58.000+0000,
TIMOB-19518,1,2015-09-11T11:12:11.000+0000,
TIMOB-19517,1,2015-09-14T23:45:56.000+0000,
TIMOB-19508,1,2015-09-11T14:19:10.000+0000,
TIMOB-19504,1,2015-09-13T04:16:22.000+0000,
TIMOB-19502,1,2015-09-12T15:19:03.000+0000,
TIMOB-19490,1,2015-09-10T02:40:50.000+0000,
TIMOB-19476,1,2015-09-08T18:34:53.000+0000,
TIMOB-19474,1,2015-09-07T14:29:23.000+0000,
TIMOB-19473,1,2015-09-07T11:20:38.000+0000,
TIMOB-19470,1,2014-10-29T09:09:59.000+0000,
TIMOB-19469,1,2015-09-04T22:09:59.000+0000,
TIMOB-19447,1,2015-08-31T14:35:34.000+0000,
TIMOB-19445,1,2015-09-01T09:36:31.000+0000,
TIMOB-19442,1,2015-09-01T01:24:37.000+0000,
TIMOB-19438,1,2015-08-31T09:28:32.000+0000,
TIMOB-19437,1,2015-08-18T15:17:01.000+0000,
TIMOB-19428,1,2015-08-28T22:01:52.000+0000,
TIMOB-19426,1,2015-08-28T12:36:28.000+0000,
TIMOB-19424,1,2015-08-28T08:52:14.000+0000,
TIMOB-19422,1,2015-08-28T04:13:16.000+0000,
TIMOB-19420,1,2015-08-27T21:48:03.000+0000,
TIMOB-19419,1,2015-08-27T16:17:47.000+0000,
TIMOB-19418,1,2015-08-27T03:40:37.000+0000,
TIMOB-19416,1,2015-08-27T00:34:16.000+0000,
TIMOB-19411,1,2015-08-26T11:55:47.000+0000,
TIMOB-19410,1,2015-08-24T09:16:55.000+0000,
TIMOB-19409,1,2015-08-26T05:19:11.000+0000,
TIMOB-19406,1,2015-08-25T18:51:34.000+0000,
TIMOB-19405,1,2015-08-25T18:42:58.000+0000,
TIMOB-19404,1,2015-08-25T09:11:04.000+0000,
TIMOB-19402,1,2015-08-25T07:26:18.000+0000,
TIMOB-19401,1,2015-08-25T01:56:04.000+0000,
TIMOB-19400,1,2015-06-25T23:05:24.000+0000,
TIMOB-19399,1,2015-08-24T07:52:46.000+0000,
TIMOB-19397,1,2015-08-24T02:32:19.000+0000,
TIMOB-19394,1,2015-08-23T08:47:56.000+0000,
TIMOB-19386,1,2015-08-20T09:37:45.000+0000,
TIMOB-19385,1,2015-08-20T09:34:11.000+0000,
TIMOB-19384,1,2015-08-20T09:31:23.000+0000,
TIMOB-19383,1,2015-08-20T09:23:15.000+0000,
TIMOB-19381,1,2015-08-20T06:48:35.000+0000,
TIMOB-19379,1,2015-08-19T20:56:36.000+0000,
TIMOB-19378,1,2015-08-19T17:10:38.000+0000,
TIMOB-19377,1,2015-07-31T19:21:37.000+0000,
TIMOB-19369,1,2015-08-18T16:28:23.000+0000,
TIMOB-19366,1,2015-08-18T04:01:02.000+0000,
