key,bugnr,fields.created,
DNN-7426,1,2015-08-19T10:50:51.000-0700,
DNN-7423,1,2015-08-19T10:42:17.000-0700,
DNN-7421,1,2015-08-19T10:35:23.000-0700,
DNN-7420,1,2015-08-18T17:32:48.000-0700,
DNN-7415,1,2015-08-18T06:40:19.000-0700,
DNN-7414,1,2015-07-03T15:17:44.000-0700,
DNN-7410,1,2015-08-16T05:50:34.000-0700,
DNN-7405,1,2015-08-14T13:56:01.000-0700,
DNN-7400,1,2015-08-14T01:46:03.000-0700,
DNN-7398,1,2015-08-13T15:01:25.000-0700,
DNN-7377,1,2015-08-11T13:38:20.000-0700,
DNN-7348,1,2015-08-04T17:11:30.000-0700,
DNN-7344,1,2015-06-18T15:27:35.000-0700,
DNN-7333,1,2015-07-30T02:23:12.000-0700,
DNN-7316,1,2015-07-29T04:56:16.000-0700,
DNN-7299,1,2015-07-27T04:13:21.000-0700,
DNN-7298,1,2015-07-27T01:26:08.000-0700,
DNN-7289,1,2015-07-23T15:04:02.000-0700,
DNN-7288,1,2015-07-23T13:58:02.000-0700,
DNN-7287,1,2015-07-23T13:44:23.000-0700,
DNN-7281,1,2015-07-23T08:36:17.000-0700,
DNN-7273,1,2015-07-20T16:14:46.000-0700,
DNN-7256,1,2015-07-15T11:51:38.000-0700,
DNN-7255,1,2015-07-15T11:46:11.000-0700,
DNN-7254,1,2015-07-15T11:43:28.000-0700,
DNN-7251,1,2015-07-15T08:38:39.000-0700,
DNN-7237,1,2015-07-13T10:44:31.000-0700,
DNN-7229,1,2015-07-09T13:01:28.000-0700,
DNN-7228,1,2015-07-08T10:50:21.000-0700,
DNN-7227,1,2015-07-08T15:56:03.000-0700,
DNN-7226,1,2015-07-08T15:47:34.000-0700,
DNN-7224,1,2015-07-06T09:28:21.000-0700,
DNN-7216,1,2014-10-01T15:58:04.000-0700,
DNN-7210,1,2015-07-03T10:02:43.000-0700,
DNN-7207,1,2015-07-02T23:43:36.000-0700,
DNN-7205,1,2015-06-24T15:03:06.000-0700,
DNN-7204,1,2015-06-30T10:25:17.000-0700,
DNN-7203,1,2015-05-26T08:29:21.000-0700,
DNN-7202,1,2015-07-02T06:31:13.000-0700,
DNN-7194,1,2015-06-30T15:39:50.000-0700,
DNN-7179,1,2015-06-26T13:53:45.000-0700,
DNN-7177,1,2015-06-26T09:12:52.000-0700,
DNN-7175,1,2015-06-25T16:27:27.000-0700,
DNN-7169,1,2015-06-24T03:28:50.000-0700,
DNN-7168,1,2015-06-24T02:31:45.000-0700,
DNN-7133,1,2015-06-23T07:38:09.000-0700,
DNN-7125,1,2015-06-19T17:35:09.000-0700,
DNN-7122,1,2015-06-17T13:52:32.000-0700,
DNN-7115,1,2015-06-17T02:06:42.000-0700,
DNN-7108,1,2015-06-15T11:50:19.000-0700,
