key,delay_nr,fields.resolutiondate,
TISTUD-3165,1,2013-06-19 22:43:38+00:00,
TISTUD-3160,1,2013-06-19 20:54:55+00:00,
TISTUD-3132,1,2013-06-18 23:04:52+00:00,
TISTUD-3118,1,2013-06-18 23:48:37+00:00,
TISTUD-3095,1,2013-06-19 20:57:08+00:00,
TISTUD-3094,1,2013-06-19 20:58:24+00:00,
TISTUD-3090,1,2013-01-15 12:14:43+00:00,
TISTUD-3089,1,2013-01-16 16:28:02+00:00,
TISTUD-3072,1,2013-01-28 16:04:52+00:00,
TISTUD-3055,1,2013-01-16 16:34:20+00:00,
TISTUD-3051,1,2013-06-19 21:16:22+00:00,
TISTUD-2988,1,2013-06-19 22:07:00+00:00,
TISTUD-2979,1,2013-06-19 22:44:05+00:00,
TISTUD-2977,1,2013-06-19 22:43:45+00:00,
TISTUD-2972,1,2013-06-19 22:44:09+00:00,
TISTUD-2971,1,2012-12-17 17:39:25+00:00,
TISTUD-2969,1,2013-06-19 22:44:20+00:00,
TISTUD-2966,1,2013-06-19 22:44:15+00:00,
TISTUD-2960,1,2013-06-19 18:42:27+00:00,
TISTUD-2948,1,2013-10-24 22:55:56+00:00,
TISTUD-2949,1,2013-06-19 22:44:26+00:00,
TISTUD-2929,1,2013-11-27 22:42:00+00:00,
TISTUD-2919,1,2013-06-19 22:44:42+00:00,
TISTUD-2917,1,2012-12-18 18:26:54+00:00,
TISTUD-2912,1,2012-11-30 22:26:02+00:00,
TISTUD-2910,1,2012-11-30 19:44:41+00:00,
TISTUD-2909,1,2012-11-30 19:46:21+00:00,
TISTUD-2901,1,2012-11-30 19:59:35+00:00,
TISTUD-2900,1,2012-11-30 00:11:55+00:00,
TISTUD-2898,1,2012-11-29 21:50:56+00:00,
TISTUD-2889,1,2012-11-30 14:44:54+00:00,
TISTUD-2866,1,2012-11-29 00:35:28+00:00,
TISTUD-2865,1,2012-11-28 22:54:47+00:00,
TISTUD-2863,1,2012-11-28 18:11:58+00:00,
TISTUD-2861,1,2012-11-26 20:25:37+00:00,
TISTUD-2860,1,2013-06-19 22:44:46+00:00,
TISTUD-2859,1,2012-11-25 19:47:12+00:00,
TISTUD-2872,1,2012-11-30 04:36:21+00:00,
TISTUD-2855,1,2012-11-30 19:57:38+00:00,
TISTUD-2853,1,2012-12-10 22:34:58+00:00,
TISTUD-2852,1,2012-12-10 20:39:36+00:00,
TISTUD-2850,1,2012-11-24 01:32:15+00:00,
TISTUD-2843,1,2013-06-26 21:51:09+00:00,
TISTUD-2842,1,2013-04-18 21:54:42+00:00,
TISTUD-2837,1,2012-11-27 21:47:28+00:00,
TISTUD-2831,1,2013-01-29 18:14:26+00:00,
TISTUD-2827,1,2012-11-20 23:51:05+00:00,
TISTUD-2813,1,2012-11-19 21:04:32+00:00,
TISTUD-2806,1,2012-11-19 17:44:27+00:00,
TISTUD-2785,1,2012-11-28 18:28:10+00:00,
TISTUD-2784,1,2012-11-28 18:28:18+00:00,
TISTUD-2783,1,2012-11-26 14:50:13+00:00,
TISTUD-2780,1,2012-11-19 16:59:47+00:00,
TISTUD-2778,1,2012-11-21 18:49:36+00:00,
TISTUD-2777,1,2014-08-07 18:43:33+00:00,
TISTUD-2776,1,2013-06-19 22:44:52+00:00,
TISTUD-2770,1,2012-11-29 01:12:24+00:00,
TISTUD-2755,1,2012-11-21 01:33:41+00:00,
TISTUD-2752,1,2012-11-29 01:14:10+00:00,
TISTUD-2750,1,2013-06-19 22:07:05+00:00,
TISTUD-2748,1,2012-11-20 22:45:43+00:00,
TISTUD-2746,1,2012-11-26 07:51:56+00:00,
TISTUD-2743,1,2012-11-21 19:19:45+00:00,
TISTUD-2741,1,2012-11-19 18:00:37+00:00,
TISTUD-2720,1,2012-11-19 17:43:12+00:00,
TISTUD-2717,1,2013-06-19 22:07:08+00:00,
TISTUD-2713,1,2013-06-19 22:44:58+00:00,
TISTUD-2678,1,2012-11-07 22:33:00+00:00,
TISTUD-2677,1,2012-11-29 20:58:24+00:00,
TISTUD-2676,1,2012-11-01 20:53:47+00:00,
TISTUD-2666,1,2012-11-19 05:11:50+00:00,
TISTUD-2650,1,2012-10-25 22:04:38+00:00,
TISTUD-2647,1,2012-10-30 14:38:52+00:00,
TISTUD-2646,1,2012-10-30 14:35:43+00:00,
TISTUD-2645,1,2012-10-30 14:30:51+00:00,
TISTUD-2644,1,2012-10-31 23:16:26+00:00,
TISTUD-2643,1,2012-11-10 19:16:32+00:00,
