key,delay_nr,fields.resolutiondate,
MESOS-2210,1,2016-01-14 10:00:56+00:00,
MESOS-2205,1,2015-07-24 01:15:28+00:00,
MESOS-2173,1,2014-12-30 14:17:18+00:00,
MESOS-2172,1,2014-12-30 14:16:38+00:00,
MESOS-2147,1,2014-12-06 17:44:54+00:00,
MESOS-2144,1,2016-01-14 21:42:52+00:00,
MESOS-2139,1,2015-05-12 20:41:36+00:00,
MESOS-2136,1,2015-03-27 20:02:29+00:00,
MESOS-2123,1,2015-07-24 01:15:55+00:00,
MESOS-2110,1,2015-07-06 18:55:39+00:00,
MESOS-2108,1,2015-06-18 19:48:50+00:00,
MESOS-2104,1,2015-06-21 03:06:48+00:00,
MESOS-2103,1,2015-03-16 20:03:48+00:00,
MESOS-2100,1,2015-02-09 19:40:26+00:00,
MESOS-2099,1,2014-12-18 00:58:02+00:00,
MESOS-2085,1,2015-07-06 18:54:57+00:00,
MESOS-2083,1,2015-09-20 19:31:31+00:00,
MESOS-2074,1,2015-06-01 13:49:52+00:00,
MESOS-2072,1,2015-06-01 13:51:05+00:00,
MESOS-2070,1,2015-06-01 13:52:28+00:00,
MESOS-2069,1,2015-06-01 13:50:47+00:00,
MESOS-2067,1,2015-08-31 17:27:47+00:00,
MESOS-2066,1,2015-08-31 17:21:31+00:00,
MESOS-2062,1,2015-09-14 18:05:04+00:00,
MESOS-2061,1,2015-08-31 17:21:08+00:00,
MESOS-2058,1,2015-03-03 20:27:35+00:00,
MESOS-2057,1,2015-06-01 13:50:17+00:00,
MESOS-2056,1,2014-11-18 13:56:43+00:00,
MESOS-2051,1,2014-11-19 19:52:35+00:00,
MESOS-2035,1,2015-10-13 00:14:41+00:00,
MESOS-2031,1,2015-02-26 00:40:26+00:00,
MESOS-2030,1,2015-01-25 10:53:10+00:00,
MESOS-2029,1,2014-11-22 01:22:31+00:00,
MESOS-2017,1,2016-02-10 19:35:15+00:00,
MESOS-1974,1,2014-11-19 08:56:44+00:00,
MESOS-1964,1,2014-11-18 19:53:27+00:00,
MESOS-1913,1,2015-06-18 19:49:27+00:00,
MESOS-1903,1,2014-11-07 02:19:54+00:00,
MESOS-1875,1,2014-10-31 20:07:33+00:00,
MESOS-1863,1,2014-10-06 19:03:44+00:00,
MESOS-1853,1,2014-10-27 17:39:10+00:00,
MESOS-1830,1,2015-02-10 23:23:06+00:00,
MESOS-1817,1,2014-10-21 22:49:44+00:00,
MESOS-1811,1,2014-09-25 20:55:57+00:00,
MESOS-1799,1,2014-10-21 22:49:27+00:00,
MESOS-1777,1,2014-10-20 17:58:19+00:00,
MESOS-1765,1,2014-10-28 19:24:26+00:00,
MESOS-1752,1,2014-09-17 20:47:43+00:00,
MESOS-1748,1,2014-11-05 19:49:58+00:00,
MESOS-1728,1,2014-09-10 21:59:51+00:00,
MESOS-1715,1,2014-09-10 18:27:13+00:00,
MESOS-1705,1,2014-08-27 23:18:38+00:00,
MESOS-1698,1,2014-09-04 21:23:13+00:00,
MESOS-1696,1,2014-10-09 01:32:47+00:00,
MESOS-1690,1,2015-02-24 20:44:16+00:00,
MESOS-1668,1,2014-09-25 20:56:28+00:00,
MESOS-1645,1,2014-08-27 22:20:19+00:00,
MESOS-1627,1,2014-08-04 22:00:12+00:00,
MESOS-1620,1,2014-08-13 19:10:02+00:00,
MESOS-1592,1,2014-09-13 00:05:28+00:00,
MESOS-1586,1,2014-10-27 17:39:46+00:00,
MESOS-1578,1,2014-08-07 07:20:43+00:00,
MESOS-1571,1,2016-03-24 17:37:42+00:00,
MESOS-1567,1,2014-08-26 00:54:20+00:00,
MESOS-1559,1,2014-08-07 22:59:20+00:00,
MESOS-1529,1,2014-08-04 22:04:58+00:00,
MESOS-1527,1,2014-08-14 00:57:54+00:00,
MESOS-1518,1,2014-08-20 21:41:40+00:00,
MESOS-1472,1,2014-06-12 19:28:37+00:00,
MESOS-1471,1,2016-02-18 19:28:04+00:00,
MESOS-1469,1,2016-01-29 22:08:41+00:00,
MESOS-1445,1,2014-06-23 18:31:49+00:00,
MESOS-1444,1,2014-06-17 21:26:37+00:00,
MESOS-1443,1,2014-06-17 21:25:09+00:00,
MESOS-1424,1,2015-04-07 17:30:40+00:00,
MESOS-1398,1,2014-06-13 22:35:03+00:00,
MESOS-1396,1,2014-06-13 22:33:59+00:00,
MESOS-1395,1,2014-06-13 22:34:55+00:00,
MESOS-1394,1,2014-06-26 00:15:31+00:00,
MESOS-1393,1,2014-06-13 22:34:18+00:00,
MESOS-1374,1,2014-06-17 22:21:36+00:00,
MESOS-1365,1,2016-01-29 22:36:14+00:00,
MESOS-1339,1,2014-06-17 21:24:02+00:00,
MESOS-1316,1,2014-11-08 03:29:23+00:00,
MESOS-1307,1,2014-06-10 23:36:13+00:00,
MESOS-1219,1,2014-08-19 01:54:12+00:00,
MESOS-1148,1,2015-02-05 00:28:57+00:00,
