key,rework_nr,created,
TIMOB-14494,1,2013-08-16 14:28:23+00:00,
TIMOB-14494,1,2013-09-04 12:38:18+00:00,
TIMOB-14267,1,2013-06-27 21:56:55+00:00,
TIMOB-14267,1,2013-07-03 12:49:41+00:00,
TIMOB-14262,1,2013-12-16 10:35:40+00:00,
TIMOB-14123,1,2013-06-05 19:07:28+00:00,
TIMOB-14003,1,2013-05-28 17:29:35+00:00,
TIMOB-14003,1,2015-03-12 18:14:59+00:00,
TIMOB-13914,1,2013-07-24 15:30:49+00:00,
TIMOB-13914,1,2014-02-20 17:43:46+00:00,
TIMOB-13914,1,2014-11-25 07:55:55+00:00,
TIMOB-13892,1,2015-09-11 23:28:28+00:00,
TIMOB-13890,1,2014-09-15 21:20:08+00:00,
TIMOB-13545,1,2014-11-03 07:53:42+00:00,
TIMOB-13520,1,2013-10-21 11:18:38+00:00,
TIMOB-13398,1,2014-10-03 23:21:54+00:00,
TIMOB-13398,1,2015-08-18 13:20:37+00:00,
TIMOB-13392,1,2014-10-28 14:48:30+00:00,
TIMOB-13364,1,2013-04-04 15:10:34+00:00,
TIMOB-13190,1,2013-05-17 05:25:05+00:00,
TIMOB-12960,1,2013-10-18 09:44:01+00:00,
TIMOB-12960,1,2013-11-14 05:49:14+00:00,
TIMOB-12765,1,2013-03-26 22:16:06+00:00,
TIMOB-12764,1,2013-03-26 22:15:09+00:00,
TIMOB-12604,1,2013-04-10 11:59:36+00:00,
TIMOB-12457,1,2014-11-10 19:35:58+00:00,
TIMOB-12411,1,2015-02-09 11:08:54+00:00,
TIMOB-12409,1,2013-03-22 18:45:13+00:00,
TIMOB-12280,1,2013-01-22 01:34:41+00:00,
TIMOB-12280,1,2013-01-28 12:20:26+00:00,
TIMOB-12246,1,2014-04-07 18:35:28+00:00,
TIMOB-12235,1,2014-05-28 21:42:30+00:00,
TIMOB-12228,1,2013-04-19 21:52:24+00:00,
TIMOB-12227,1,2013-03-19 19:56:08+00:00,
TIMOB-11943,1,2014-10-21 14:16:28+00:00,
TIMOB-11943,1,2015-09-30 20:07:05+00:00,
TIMOB-11373,1,2012-10-10 23:44:27+00:00,
TIMOB-11188,1,2016-03-16 18:33:06+00:00,
TIMOB-10849,1,2013-01-30 17:58:22+00:00,
TIMOB-10800,1,2014-03-04 13:44:25+00:00,
TIMOB-10345,1,2014-06-02 22:09:27+00:00,
TIMOB-10269,1,2012-08-13 08:52:07+00:00,
TIMOB-10257,1,2012-07-31 15:46:56+00:00,
TIMOB-10224,1,2012-08-01 02:26:22+00:00,
TIMOB-9897,1,2012-07-13 08:29:48+00:00,
TIMOB-9859,1,2013-08-28 14:55:02+00:00,
TIMOB-9481,1,2014-09-02 04:14:00+00:00,
TIMOB-9202,1,2012-05-23 07:23:17+00:00,
TIMOB-9153,1,2013-11-14 08:57:53+00:00,
TIMOB-9153,1,2014-05-12 17:00:30+00:00,
TIMOB-9144,1,2014-06-20 20:23:06+00:00,
TIMOB-9144,1,2014-06-25 20:21:25+00:00,
TIMOB-9142,1,2013-05-11 18:56:06+00:00,
TIMOB-9139,1,2012-05-15 16:52:42+00:00,
TIMOB-9102,1,2015-02-25 08:57:14+00:00,
TIMOB-8996,1,2012-06-06 12:37:03+00:00,
TIMOB-8784,1,2014-05-28 22:04:11+00:00,
TIMOB-8772,1,2012-05-10 10:50:21+00:00,
TIMOB-8721,1,2013-06-28 19:44:13+00:00,
TIMOB-8718,1,2012-05-04 18:50:59+00:00,
TIMOB-8714,1,2012-05-07 15:02:08+00:00,
TIMOB-8714,1,2012-05-07 16:18:57+00:00,
TIMOB-8714,1,2013-08-07 10:22:31+00:00,
TIMOB-8662,1,2012-10-07 20:06:00+00:00,
TIMOB-8653,1,2012-05-08 10:29:17+00:00,
TIMOB-8621,1,2012-04-10 11:16:26+00:00,
TIMOB-8621,1,2012-04-10 16:04:50+00:00,
TIMOB-8517,1,2014-12-10 22:22:31+00:00,
TIMOB-8513,1,2012-07-09 03:07:09+00:00,
TIMOB-8486,1,2012-07-08 23:16:17+00:00,
TIMOB-8472,1,2012-06-25 08:55:58+00:00,
TIMOB-8439,1,2012-04-12 17:04:50+00:00,
TIMOB-8437,1,2012-05-02 10:27:03+00:00,
TIMOB-8431,1,2012-04-05 12:55:21+00:00,
TIMOB-8431,1,2012-04-05 13:40:34+00:00,
TIMOB-8431,1,2012-04-18 15:49:22+00:00,
TIMOB-8425,1,2012-09-26 23:06:11+00:00,
TIMOB-8418,1,2012-08-10 04:19:17+00:00,
TIMOB-8418,1,2012-08-10 16:54:11+00:00,
TIMOB-8418,1,2012-08-23 15:25:27+00:00,
TIMOB-8417,1,2012-04-12 17:27:09+00:00,
TIMOB-8383,1,2012-04-13 14:07:58+00:00,
TIMOB-8368,1,2012-04-19 09:22:37+00:00,
TIMOB-8362,1,2012-07-10 02:29:27+00:00,
TIMOB-8346,1,2012-07-12 03:40:03+00:00,
TIMOB-8314,1,2012-04-19 09:35:02+00:00,
TIMOB-8314,1,2014-12-16 00:23:37+00:00,
TIMOB-8314,1,2014-12-16 14:23:29+00:00,
TIMOB-8308,1,2012-08-16 14:29:16+00:00,
TIMOB-8303,1,2012-05-06 03:34:22+00:00,
TIMOB-8301,1,2012-04-09 19:57:23+00:00,
TIMOB-8243,1,2012-07-12 04:16:02+00:00,
TIMOB-8185,1,2012-07-12 04:57:32+00:00,
TIMOB-8113,1,2012-04-16 09:20:31+00:00,
TIMOB-8100,1,2012-07-12 06:02:50+00:00,
TIMOB-8077,1,2012-07-12 23:46:27+00:00,
TIMOB-8075,1,2012-08-20 21:08:52+00:00,
TIMOB-8066,1,2012-04-13 11:21:16+00:00,
TIMOB-8048,1,2012-07-13 01:23:42+00:00,
TIMOB-7948,1,2013-06-21 16:39:43+00:00,
TIMOB-7897,1,2012-03-16 12:07:47+00:00,
TIMOB-7897,1,2012-07-05 00:21:30+00:00,
TIMOB-7657,1,2012-03-18 22:40:42+00:00,
TIMOB-7644,1,2012-02-21 16:19:31+00:00,
TIMOB-7644,1,2012-02-22 08:41:24+00:00,
TIMOB-7644,1,2012-04-18 16:44:11+00:00,
TIMOB-7644,1,2012-06-27 04:01:44+00:00,
TIMOB-7642,1,2012-03-19 09:56:53+00:00,
TIMOB-7642,1,2012-03-29 08:03:00+00:00,
TIMOB-7642,1,2012-04-19 13:18:28+00:00,
TIMOB-7627,1,2012-04-27 14:02:33+00:00,
TIMOB-7616,1,2012-02-15 14:11:01+00:00,
TIMOB-7607,1,2012-03-29 08:13:08+00:00,
TIMOB-7607,1,2012-03-29 08:13:26+00:00,
TIMOB-7607,1,2012-07-06 04:45:16+00:00,
TIMOB-7584,1,2012-05-03 15:27:54+00:00,
TIMOB-7562,1,2012-04-18 17:33:08+00:00,
TIMOB-7555,1,2012-03-27 09:54:48+00:00,
TIMOB-7486,1,2012-05-01 14:58:10+00:00,
TIMOB-7467,1,2012-02-09 21:39:15+00:00,
TIMOB-7467,1,2012-02-14 23:27:27+00:00,
TIMOB-7467,1,2014-03-28 21:47:35+00:00,
TIMOB-7458,1,2012-04-12 16:23:12+00:00,
